 ,Mean,StdDev,Mode,IntDen,Median,Skew,Kurt,RawIntDen,Radius Value,Radius Count
229,0,0,0,0,0,0,0,0,228,0
230,0,0,0,0,0,0,0,0,229,0
231,0,0,0,0,0,0,0,0,230,0
232,0,0,0,0,0,0,0,0,231,0
233,0,0,0,0,0,0,0,0,232,0
234,0,0,0,0,0,0,0,0,233,0
235,0,0,0,0,0,0,0,0,234,0
236,0,0,0,0,0,0,0,0,235,0
237,0,0,0,0,0,0,0,0,236,0
238,0,0,0,0,0,0,0,0,237,0
239,0,0,0,0,0,0,0,0,238,0
240,0,0,0,0,0,0,0,0,239,0
241,0,0,0,0,0,0,0,0,240,0
242,0,0,0,0,0,0,0,0,241,0
243,0,0,0,0,0,0,0,0,242,0
244,0,0,0,0,0,0,0,0,243,0
245,0,0,0,0,0,0,0,0,244,0
246,0,0,0,0,0,0,0,0,245,0
247,0,0,0,0,0,0,0,0,246,0
248,0,0,0,0,0,0,0,0,247,0
249,0,0,0,0,0,0,0,0,248,0
250,0,0,0,0,0,0,0,0,249,0
251,0,0,0,0,0,0,0,0,250,0
252,0,0,0,0,0,0,0,0,251,0
253,0,0,0,0,0,0,0,0,252,0
254,0,0,0,0,0,0,0,0,253,0
255,0,0,0,0,0,0,0,0,254,0
256,0,0,0,0,0,0,0,0,255,0
